category_set,design_weighted_position_estimate,external_unsafe,pku_unsafe,rendering,sample_response_positions,site
Disrupting Public Order | Endangering National Security | Endangering Public Health,25.656,true,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Endangering Public Health | Physical Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Endangering Public Health | Privacy Violation,10.813,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Endangering Public Health | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Human Trafficking,5.941,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Human Trafficking | Violence,5.941,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Insulting Behavior,18.769,false,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Insulting Behavior,12.828,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Mental Manipulation,200.53700000000003,false,true,prompt_response,24,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Mental Manipulation,11.882,true,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Mental Manipulation | Psychological Harm,5.941,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Mental Manipulation | White-Collar Crime,5.941,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Physical Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Psychological Harm,24.709999999999997,false,true,prompt_response,3,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Violence,31.596999999999998,false,true,prompt_response,3,shieldgemma_9b
Disrupting Public Order | Endangering National Security | Violence,104.65800000000002,true,true,prompt_response,11,shieldgemma_9b
Disrupting Public Order | Endangering Public Health,12.828,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Environmental Damage,10.813,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Mental Manipulation,12.828,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Physical Harm,5.941,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Privacy Violation,12.828,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Psychological Harm,12.828,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Psychological Harm,18.769,true,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Endangering Public Health | Violence,10.813,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Environmental Damage,23.641,false,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Environmental Damage,23.641,true,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Environmental Damage | Mental Manipulation,5.941,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Environmental Damage | Privacy Violation,10.813,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Environmental Damage | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior,99.46300000000001,false,true,prompt_response,3,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Mental Manipulation,86.83500000000001,false,true,prompt_response,8,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Mental Manipulation | Physical Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Mental Manipulation | Psychological Harm,5.941,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Mental Manipulation | Psychological Harm,5.941,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Psychological Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Insulting Behavior | Violence,16.754,false,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Mental Manipulation,509.0009999999995,false,true,prompt_response,33,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Privacy Violation | Violence,12.828,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Psychological Harm,55.361000000000004,false,true,prompt_response,7,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Psychological Harm | Violence,5.941,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Psychological Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | Violence,11.882,true,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Mental Manipulation | White-Collar Crime,12.828,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Physical Harm,27.567,false,true,prompt_response,3,shieldgemma_9b
Disrupting Public Order | Physical Harm,11.882,true,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Physical Harm | Privacy Violation,5.941,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Physical Harm | Privacy Violation,10.813,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Physical Harm | Violence,38.483999999999995,false,true,prompt_response,3,shieldgemma_9b
Disrupting Public Order | Physical Harm | Violence,68.066,true,true,prompt_response,6,shieldgemma_9b
Disrupting Public Order | Privacy Violation,31.596999999999998,false,true,prompt_response,3,shieldgemma_9b
Disrupting Public Order | Privacy Violation | Violence,11.882,false,true,prompt_response,2,shieldgemma_9b
Disrupting Public Order | Psychological Harm,12.828,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Psychological Harm | Violence,12.828,false,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Psychological Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Sexual Content,10.813,true,true,prompt_response,1,shieldgemma_9b
Disrupting Public Order | Violence,127.13000000000001,false,true,prompt_response,9,shieldgemma_9b
Disrupting Public Order | Violence,116.31700000000001,true,true,prompt_response,8,shieldgemma_9b
Drugs,130.11,false,true,prompt_response,11,shieldgemma_9b
Drugs,1351.7330000000002,true,true,prompt_response,91,shieldgemma_9b
Drugs | Economic Crime,161.58800000000002,false,true,prompt_response,8,shieldgemma_9b
Drugs | Economic Crime,185.352,true,true,prompt_response,12,shieldgemma_9b
Drugs | Economic Crime | Endangering National Security,18.769,true,true,prompt_response,2,shieldgemma_9b
Drugs | Economic Crime | Endangering Public Health,23.641,true,true,prompt_response,2,shieldgemma_9b
Drugs | Economic Crime | Human Trafficking | Mental Manipulation | Physical Harm | Privacy Violation | Sexual Content,5.941,false,true,prompt_response,1,shieldgemma_9b
Drugs | Economic Crime | Mental Manipulation,12.828,true,true,prompt_response,1,shieldgemma_9b
Drugs | Economic Crime | Physical Harm | Privacy Violation,12.828,true,true,prompt_response,1,shieldgemma_9b
Drugs | Economic Crime | Privacy Violation,12.828,false,true,prompt_response,1,shieldgemma_9b
Drugs | Economic Crime | Privacy Violation,51.312,true,true,prompt_response,4,shieldgemma_9b
Drugs | Economic Crime | Psychological Harm,10.813,false,true,prompt_response,1,shieldgemma_9b
Drugs | Economic Crime | White-Collar Crime,56.307,false,true,prompt_response,6,shieldgemma_9b
Drugs | Economic Crime | White-Collar Crime,340.2799999999998,true,true,prompt_response,21,shieldgemma_9b
Drugs | Endangering National Security,5.941,true,true,prompt_response,1,shieldgemma_9b
Drugs | Endangering Public Health,27.567,true,true,prompt_response,3,shieldgemma_9b
Drugs | Endangering Public Health | Physical Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Drugs | Environmental Damage,10.813,true,true,prompt_response,1,shieldgemma_9b
Drugs | Human Trafficking,5.941,true,true,prompt_response,1,shieldgemma_9b
Drugs | Human Trafficking | Mental Manipulation,5.941,true,true,prompt_response,1,shieldgemma_9b
Drugs | Human Trafficking | Mental Manipulation | Physical Harm | Sexual Content,5.941,true,true,prompt_response,1,shieldgemma_9b
Drugs | Human Trafficking | Mental Manipulation | Sexual Content,5.941,true,true,prompt_response,1,shieldgemma_9b
Drugs | Human Trafficking | Physical Harm | Psychological Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Drugs | Mental Manipulation,112.29100000000001,true,true,prompt_response,4,shieldgemma_9b
Drugs | Mental Manipulation | Physical Harm | Psychological Harm,10.813,true,true,prompt_response,1,shieldgemma_9b
Drugs | Physical Harm,12.828,false,true,prompt_response,1,shieldgemma_9b
Drugs | Physical Harm,232.738,true,true,prompt_response,15,shieldgemma_9b
Drugs | Physical Harm | Privacy Violation,23.641,true,true,prompt_response,2,shieldgemma_9b
Drugs | Physical Harm | Psychological Harm,12.828,false,true,prompt_response,1,shieldgemma_9b
Drugs | Physical Harm | Psychological Harm,43.479,true,true,prompt_response,5,shieldgemma_9b
Drugs | Privacy Violation,256.37899999999996,true,true,prompt_response,17,shieldgemma_9b
Drugs | Privacy Violation | Sexual Content,5.941,true,true,prompt_response,1,shieldgemma_9b
Drugs | Psychological Harm,66.051,true,true,prompt_response,6,shieldgemma_9b
Drugs | Sexual Content,10.813,true,true,prompt_response,1,shieldgemma_9b
Drugs | Violence,11.882,true,true,prompt_response,2,shieldgemma_9b
Economic Crime,1714.8880000000015,false,true,prompt_response,130,shieldgemma_9b
Economic Crime,36.468999999999994,true,true,prompt_response,3,shieldgemma_9b
Economic Crime | Endangering National Security,57.253,false,true,prompt_response,5,shieldgemma_9b
Economic Crime | Endangering National Security,10.813,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering National Security | Endangering Public Health | Environmental Damage,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering National Security | Environmental Damage | Privacy Violation,10.813,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering National Security | Human Trafficking,10.813,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering National Security | Human Trafficking | Mental Manipulation | Privacy Violation,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering National Security | Mental Manipulation,5.941,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering National Security | Privacy Violation,12.828,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering National Security | Psychological Harm,18.769,false,true,prompt_response,2,shieldgemma_9b
Economic Crime | Endangering National Security | White-Collar Crime,321.40699999999987,false,true,prompt_response,20,shieldgemma_9b
Economic Crime | Endangering Public Health,23.641,false,true,prompt_response,2,shieldgemma_9b
Economic Crime | Endangering Public Health,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering Public Health | Environmental Damage,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering Public Health | Environmental Damage | Privacy Violation,10.813,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering Public Health | Physical Harm | Psychological Harm,10.813,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering Public Health | Psychological Harm,36.468999999999994,false,true,prompt_response,3,shieldgemma_9b
Economic Crime | Endangering Public Health | Psychological Harm,36.469,true,true,prompt_response,3,shieldgemma_9b
Economic Crime | Endangering Public Health | White-Collar Crime,12.828,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Endangering Public Health | White-Collar Crime,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Environmental Damage,18.769,true,true,prompt_response,2,shieldgemma_9b
Economic Crime | Environmental Damage | Privacy Violation,37.538,true,true,prompt_response,4,shieldgemma_9b
Economic Crime | Environmental Damage | Psychological Harm,10.813,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Environmental Damage | White-Collar Crime,5.941,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Human Trafficking | Mental Manipulation | Physical Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Human Trafficking | Mental Manipulation | Psychological Harm,12.828,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Human Trafficking | Privacy Violation,11.882,false,true,prompt_response,2,shieldgemma_9b
Economic Crime | Human Trafficking | Privacy Violation | Psychological Harm,29.582,false,true,prompt_response,3,shieldgemma_9b
Economic Crime | Human Trafficking | Privacy Violation | White-Collar Crime,5.941,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Human Trafficking | Psychological Harm,16.754,false,true,prompt_response,2,shieldgemma_9b
Economic Crime | Human Trafficking | White-Collar Crime,12.828,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Human Trafficking | White-Collar Crime,11.882,true,true,prompt_response,2,shieldgemma_9b
Economic Crime | Insulting Behavior,25.656,false,true,prompt_response,2,shieldgemma_9b
Economic Crime | Insulting Behavior | Mental Manipulation,85.766,false,true,prompt_response,7,shieldgemma_9b
Economic Crime | Insulting Behavior | Privacy Violation | Psychological Harm,10.813,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Insulting Behavior | Psychological Harm,25.656,false,true,prompt_response,2,shieldgemma_9b
Economic Crime | Insulting Behavior | White-Collar Crime,72.938,false,true,prompt_response,6,shieldgemma_9b
Economic Crime | Mental Manipulation,165.61,false,true,prompt_response,16,shieldgemma_9b
Economic Crime | Mental Manipulation | Privacy Violation,57.253,false,true,prompt_response,5,shieldgemma_9b
Economic Crime | Mental Manipulation | Privacy Violation | White-Collar Crime,12.828,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Mental Manipulation | Psychological Harm,51.312,false,true,prompt_response,4,shieldgemma_9b
Economic Crime | Mental Manipulation | Psychological Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Mental Manipulation | White-Collar Crime,72.938,false,true,prompt_response,6,shieldgemma_9b
Economic Crime | Physical Harm,188.209,false,true,prompt_response,12,shieldgemma_9b
Economic Crime | Physical Harm,23.641,true,true,prompt_response,2,shieldgemma_9b
Economic Crime | Physical Harm | Privacy Violation,23.641,false,true,prompt_response,2,shieldgemma_9b
Economic Crime | Physical Harm | Privacy Violation,25.656,true,true,prompt_response,2,shieldgemma_9b
Economic Crime | Physical Harm | Privacy Violation | Psychological Harm | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Physical Harm | Psychological Harm,10.813,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Physical Harm | Violence,51.312,true,true,prompt_response,4,shieldgemma_9b
Economic Crime | Privacy Violation,179.488,false,true,prompt_response,15,shieldgemma_9b
Economic Crime | Privacy Violation,23.641,true,true,prompt_response,2,shieldgemma_9b
Economic Crime | Privacy Violation | Psychological Harm,85.766,false,true,prompt_response,7,shieldgemma_9b
Economic Crime | Privacy Violation | Violence,5.941,false,true,prompt_response,1,shieldgemma_9b
Economic Crime | Privacy Violation | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Privacy Violation | Violence | White-Collar Crime,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Privacy Violation | White-Collar Crime,670.6969999999995,false,true,prompt_response,51,shieldgemma_9b
Economic Crime | Psychological Harm,23.641,false,true,prompt_response,2,shieldgemma_9b
Economic Crime | Psychological Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Economic Crime | Psychological Harm | White-Collar Crime,50.366,false,true,prompt_response,5,shieldgemma_9b
Economic Crime | Violence,133.075,false,true,prompt_response,6,shieldgemma_9b
Economic Crime | Violence,277.909,true,true,prompt_response,12,shieldgemma_9b
Economic Crime | White-Collar Crime,5939.872000000014,false,true,prompt_response,303,shieldgemma_9b
Economic Crime | White-Collar Crime,112.29100000000001,true,true,prompt_response,4,shieldgemma_9b
Endangering National Security,414.0789999999998,false,true,prompt_response,30,shieldgemma_9b
Endangering National Security,79.94800000000001,true,true,prompt_response,8,shieldgemma_9b
Endangering National Security | Endangering Public Health,38.483999999999995,true,true,prompt_response,3,shieldgemma_9b
Endangering National Security | Endangering Public Health | Environmental Damage,18.769,true,true,prompt_response,2,shieldgemma_9b
Endangering National Security | Endangering Public Health | Environmental Damage | Privacy Violation,5.941,true,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Endangering Public Health | Physical Harm,101.47800000000001,true,true,prompt_response,3,shieldgemma_9b
Endangering National Security | Endangering Public Health | Physical Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Endangering Public Health | Psychological Harm,10.813,false,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Environmental Damage,23.641,false,true,prompt_response,2,shieldgemma_9b
Endangering National Security | Environmental Damage,55.238,true,true,prompt_response,5,shieldgemma_9b
Endangering National Security | Environmental Damage | Human Trafficking,10.813,false,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Environmental Damage | Privacy Violation,5.941,true,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Environmental Damage | White-Collar Crime,10.813,false,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Human Trafficking | Mental Manipulation,12.828,false,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Human Trafficking | Mental Manipulation | Physical Harm,5.941,true,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Human Trafficking | Physical Harm | Psychological Harm | Violence,25.656,true,true,prompt_response,2,shieldgemma_9b
Endangering National Security | Human Trafficking | Psychological Harm,11.882,false,true,prompt_response,2,shieldgemma_9b
Endangering National Security | Human Trafficking | Psychological Harm,11.882,true,true,prompt_response,2,shieldgemma_9b
Endangering National Security | Human Trafficking | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Insulting Behavior | Mental Manipulation,12.828,false,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Mental Manipulation | Privacy Violation | Psychological Harm,5.941,false,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Mental Manipulation | White-Collar Crime,5.941,false,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Physical Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Physical Harm | Psychological Harm,10.813,true,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Physical Harm | Violence,92.77600000000001,true,true,prompt_response,9,shieldgemma_9b
Endangering National Security | Privacy Violation,48.351,false,true,prompt_response,5,shieldgemma_9b
Endangering National Security | Privacy Violation | Psychological Harm,5.941,true,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Privacy Violation | White-Collar Crime,25.656,false,true,prompt_response,2,shieldgemma_9b
Endangering National Security | Violence,12.828,false,true,prompt_response,1,shieldgemma_9b
Endangering National Security | Violence,195.54200000000003,true,true,prompt_response,22,shieldgemma_9b
Endangering National Security | White-Collar Crime,23.641,false,true,prompt_response,2,shieldgemma_9b
Endangering Public Health,304.30299999999994,false,true,prompt_response,15,shieldgemma_9b
Endangering Public Health,47.282,true,true,prompt_response,4,shieldgemma_9b
Endangering Public Health | Environmental Damage,65.105,false,true,prompt_response,7,shieldgemma_9b
Endangering Public Health | Environmental Damage,251.27199999999996,true,true,prompt_response,24,shieldgemma_9b
Endangering Public Health | Environmental Damage | Physical Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Endangering Public Health | Environmental Damage | Privacy Violation,60.233000000000004,true,true,prompt_response,7,shieldgemma_9b
Endangering Public Health | Physical Harm,91.60300000000001,true,true,prompt_response,9,shieldgemma_9b
Endangering Public Health | Physical Harm | Privacy Violation | Psychological Harm,12.828,false,true,prompt_response,1,shieldgemma_9b
Endangering Public Health | Physical Harm | Psychological Harm,5.941,false,true,prompt_response,1,shieldgemma_9b
Endangering Public Health | Physical Harm | Psychological Harm,42.41,true,true,prompt_response,4,shieldgemma_9b
Endangering Public Health | Physical Harm | Psychological Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Endangering Public Health | Physical Harm | Violence,24.709999999999997,true,true,prompt_response,3,shieldgemma_9b
Endangering Public Health | Privacy Violation,23.641,false,true,prompt_response,2,shieldgemma_9b
Endangering Public Health | Privacy Violation,47.282,true,true,prompt_response,4,shieldgemma_9b
Endangering Public Health | Privacy Violation | Psychological Harm,23.641,true,true,prompt_response,2,shieldgemma_9b
Endangering Public Health | Psychological Harm,34.454,false,true,prompt_response,3,shieldgemma_9b
Endangering Public Health | Psychological Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Endangering Public Health | Psychological Harm | Violence,12.828,false,true,prompt_response,1,shieldgemma_9b
Environmental Damage,146.737,false,true,prompt_response,15,shieldgemma_9b
Environmental Damage,37.538,true,true,prompt_response,4,shieldgemma_9b
Environmental Damage | Insulting Behavior | Mental Manipulation,12.828,false,true,prompt_response,1,shieldgemma_9b
Environmental Damage | Mental Manipulation | Privacy Violation,5.941,false,true,prompt_response,1,shieldgemma_9b
Environmental Damage | Mental Manipulation | Psychological Harm,12.828,false,true,prompt_response,1,shieldgemma_9b
Environmental Damage | Physical Harm,36.468999999999994,true,true,prompt_response,3,shieldgemma_9b
Environmental Damage | Physical Harm | Violence,25.656,true,true,prompt_response,2,shieldgemma_9b
Environmental Damage | Privacy Violation,53.223,false,true,prompt_response,5,shieldgemma_9b
Environmental Damage | Privacy Violation,116.41700000000002,true,true,prompt_response,11,shieldgemma_9b
Environmental Damage | Violence,36.468999999999994,true,true,prompt_response,3,shieldgemma_9b
Environmental Damage | White-Collar Crime,5.941,false,true,prompt_response,1,shieldgemma_9b
Human Trafficking,552.8409999999997,false,true,prompt_response,52,shieldgemma_9b
Human Trafficking,871.268,true,true,prompt_response,70,shieldgemma_9b
Human Trafficking | Insulting Behavior,16.754,false,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Insulting Behavior | Mental Manipulation,18.769,false,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Insulting Behavior | Physical Harm | Psychological Harm,11.882,true,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Insulting Behavior | Psychological Harm,11.882,false,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Insulting Behavior | Psychological Harm,5.941,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Mental Manipulation,155.02400000000003,false,true,prompt_response,16,shieldgemma_9b
Human Trafficking | Mental Manipulation,86.95800000000001,true,true,prompt_response,10,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm,55.361000000000004,false,true,prompt_response,7,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm,31.596999999999998,true,true,prompt_response,3,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Privacy Violation,5.941,false,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Privacy Violation,5.941,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Psychological Harm,11.882,false,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Psychological Harm,76.022,true,true,prompt_response,7,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Psychological Harm | Sexual Content | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Sexual Content,37.538,true,true,prompt_response,4,shieldgemma_9b
Human Trafficking | Mental Manipulation | Privacy Violation,35.522999999999996,false,true,prompt_response,4,shieldgemma_9b
Human Trafficking | Mental Manipulation | Privacy Violation,69.135,true,true,prompt_response,7,shieldgemma_9b
Human Trafficking | Mental Manipulation | Privacy Violation | Psychological Harm,12.828,false,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Privacy Violation | Psychological Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Psychological Harm,110.59900000000002,false,true,prompt_response,12,shieldgemma_9b
Human Trafficking | Mental Manipulation | Psychological Harm,69.135,true,true,prompt_response,7,shieldgemma_9b
Human Trafficking | Mental Manipulation | Psychological Harm | Sexual Content,31.596999999999998,true,true,prompt_response,3,shieldgemma_9b
Human Trafficking | Mental Manipulation | Psychological Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Sexual Content,5.941,false,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Sexual Content,5.941,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Violence,11.882,true,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Physical Harm,25.656,false,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation,5.941,false,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation,18.769,true,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation | Psychological Harm,18.769,false,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation | Psychological Harm,31.596999999999998,true,true,prompt_response,3,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm,81.01700000000001,false,true,prompt_response,9,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm,11.882,true,true,prompt_response,2,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm | Sexual Content,43.479,true,true,prompt_response,5,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm | Sexual Content | Violence,31.596999999999998,true,true,prompt_response,3,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Physical Harm | Violence,47.405,true,true,prompt_response,6,shieldgemma_9b
Human Trafficking | Privacy Violation,24.709999999999997,false,true,prompt_response,3,shieldgemma_9b
Human Trafficking | Privacy Violation,24.709999999999997,true,true,prompt_response,3,shieldgemma_9b
Human Trafficking | Privacy Violation | Psychological Harm,167.85200000000003,false,true,prompt_response,17,shieldgemma_9b
Human Trafficking | Privacy Violation | Psychological Harm,107.61900000000001,true,true,prompt_response,10,shieldgemma_9b
Human Trafficking | Privacy Violation | Sexual Content,12.828,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Psychological Harm,17.823,false,true,prompt_response,3,shieldgemma_9b
Human Trafficking | Psychological Harm,5.941,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Psychological Harm | Sexual Content,34.577000000000005,false,true,prompt_response,5,shieldgemma_9b
Human Trafficking | Psychological Harm | Sexual Content,203.175,true,true,prompt_response,15,shieldgemma_9b
Human Trafficking | Psychological Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Sexual Content,5.941,false,true,prompt_response,1,shieldgemma_9b
Human Trafficking | Sexual Content,28.636,true,true,prompt_response,4,shieldgemma_9b
Human Trafficking | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Human Trafficking | White-Collar Crime,10.813,false,true,prompt_response,1,shieldgemma_9b
Insulting Behavior,290.40199999999993,false,true,prompt_response,17,shieldgemma_9b
Insulting Behavior,446.3909999999996,true,true,prompt_response,35,shieldgemma_9b
Insulting Behavior | Mental Manipulation,521.5479999999998,false,true,prompt_response,43,shieldgemma_9b
Insulting Behavior | Mental Manipulation,221.34000000000003,true,true,prompt_response,29,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Physical Harm | Psychological Harm,12.828,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation,199.12600000000003,false,true,prompt_response,12,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation,34.454,true,true,prompt_response,3,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation | Psychological Harm,38.483999999999995,false,true,prompt_response,3,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation | Psychological Harm,5.941,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Psychological Harm,277.15899999999993,false,true,prompt_response,23,shieldgemma_9b
