category_set,design_weighted_position_estimate,external_unsafe,pku_unsafe,rendering,sample_response_positions,site
Disrupting Public Order | Endangering National Security | Human Trafficking,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering National Security | Human Trafficking | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering National Security | Insulting Behavior,31.596999999999998,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering National Security | Mental Manipulation,212.41900000000004,true,true,prompt_response,26,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering National Security | Mental Manipulation | Psychological Harm,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering National Security | Mental Manipulation | White-Collar Crime,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering National Security | Physical Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering National Security | Psychological Harm,24.709999999999997,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering National Security | Violence,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering National Security | Violence,123.42700000000002,true,true,prompt_response,13,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering Public Health,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering Public Health | Environmental Damage,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering Public Health | Mental Manipulation,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering Public Health | Physical Harm,5.941,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering Public Health | Privacy Violation,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering Public Health | Psychological Harm,31.596999999999998,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Disrupting Public Order | Endangering Public Health | Violence,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Environmental Damage,47.282,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Disrupting Public Order | Environmental Damage | Mental Manipulation,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Environmental Damage | Privacy Violation,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Environmental Damage | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Insulting Behavior,99.46300000000001,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Disrupting Public Order | Insulting Behavior | Mental Manipulation,86.83500000000001,true,true,prompt_response,8,deepseek_v4_flash_safety_judge
Disrupting Public Order | Insulting Behavior | Mental Manipulation | Physical Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Insulting Behavior | Mental Manipulation | Psychological Harm,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Disrupting Public Order | Insulting Behavior | Psychological Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Insulting Behavior | Violence,16.754,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Disrupting Public Order | Mental Manipulation,509.0009999999995,true,true,prompt_response,33,deepseek_v4_flash_safety_judge
Disrupting Public Order | Mental Manipulation | Privacy Violation | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Mental Manipulation | Psychological Harm,55.361000000000004,true,true,prompt_response,7,deepseek_v4_flash_safety_judge
Disrupting Public Order | Mental Manipulation | Psychological Harm | Violence,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Disrupting Public Order | Mental Manipulation | Violence,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Disrupting Public Order | Mental Manipulation | White-Collar Crime,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Physical Harm,39.449000000000005,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Disrupting Public Order | Physical Harm | Privacy Violation,16.754,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Disrupting Public Order | Physical Harm | Violence,106.55000000000001,true,true,prompt_response,9,deepseek_v4_flash_safety_judge
Disrupting Public Order | Privacy Violation,31.596999999999998,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Disrupting Public Order | Privacy Violation | Violence,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Disrupting Public Order | Psychological Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Psychological Harm | Violence,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Disrupting Public Order | Sexual Content,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Violence,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Disrupting Public Order | Violence,232.63400000000004,true,true,prompt_response,16,deepseek_v4_flash_safety_judge
Drugs,168.71300000000002,false,true,prompt_response,20,deepseek_v4_flash_safety_judge
Drugs,1313.13,true,true,prompt_response,82,deepseek_v4_flash_safety_judge
Drugs | Economic Crime,123.10400000000001,false,true,prompt_response,5,deepseek_v4_flash_safety_judge
Drugs | Economic Crime,223.836,true,true,prompt_response,15,deepseek_v4_flash_safety_judge
Drugs | Economic Crime | Endangering National Security,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Drugs | Economic Crime | Endangering Public Health,23.641,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Drugs | Economic Crime | Human Trafficking | Mental Manipulation | Physical Harm | Privacy Violation | Sexual Content,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Economic Crime | Mental Manipulation,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Economic Crime | Physical Harm | Privacy Violation,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Economic Crime | Privacy Violation,64.14,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Drugs | Economic Crime | Psychological Harm,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Economic Crime | White-Collar Crime,396.5869999999997,true,true,prompt_response,27,deepseek_v4_flash_safety_judge
Drugs | Endangering National Security,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Endangering Public Health,27.567,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Drugs | Endangering Public Health | Physical Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Environmental Damage,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Human Trafficking,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Human Trafficking | Mental Manipulation,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Human Trafficking | Mental Manipulation | Physical Harm | Sexual Content,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Human Trafficking | Mental Manipulation | Sexual Content,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Human Trafficking | Physical Harm | Psychological Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Mental Manipulation,112.29100000000001,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Drugs | Mental Manipulation | Physical Harm | Psychological Harm,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Physical Harm,245.56600000000003,true,true,prompt_response,16,deepseek_v4_flash_safety_judge
Drugs | Physical Harm | Privacy Violation,23.641,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Drugs | Physical Harm | Psychological Harm,56.307,true,true,prompt_response,6,deepseek_v4_flash_safety_judge
Drugs | Privacy Violation,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Privacy Violation,243.551,true,true,prompt_response,16,deepseek_v4_flash_safety_judge
Drugs | Privacy Violation | Sexual Content,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Psychological Harm,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Psychological Harm,53.223,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Drugs | Sexual Content,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Drugs | Violence,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime,292.6399999999999,false,true,prompt_response,22,deepseek_v4_flash_safety_judge
Economic Crime,1458.7170000000006,true,true,prompt_response,111,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security,55.238,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security | Endangering Public Health | Environmental Damage,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security | Environmental Damage | Privacy Violation,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security | Human Trafficking,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security | Human Trafficking | Mental Manipulation | Privacy Violation,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security | Mental Manipulation,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security | Privacy Violation,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security | Psychological Harm,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime | Endangering National Security | White-Collar Crime,321.40699999999987,true,true,prompt_response,20,deepseek_v4_flash_safety_judge
Economic Crime | Endangering Public Health,36.469,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Economic Crime | Endangering Public Health | Environmental Damage,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering Public Health | Environmental Damage | Privacy Violation,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering Public Health | Physical Harm | Psychological Harm,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Endangering Public Health | Psychological Harm,72.938,true,true,prompt_response,6,deepseek_v4_flash_safety_judge
Economic Crime | Endangering Public Health | White-Collar Crime,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime | Environmental Damage,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime | Environmental Damage | Privacy Violation,37.538,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Economic Crime | Environmental Damage | Psychological Harm,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Environmental Damage | White-Collar Crime,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Human Trafficking | Mental Manipulation | Physical Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Human Trafficking | Mental Manipulation | Psychological Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Human Trafficking | Privacy Violation,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime | Human Trafficking | Privacy Violation | Psychological Harm,29.582,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Economic Crime | Human Trafficking | Privacy Violation | White-Collar Crime,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Human Trafficking | Psychological Harm,16.754,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime | Human Trafficking | White-Collar Crime,24.71,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Economic Crime | Insulting Behavior,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime | Insulting Behavior | Mental Manipulation,85.766,true,true,prompt_response,7,deepseek_v4_flash_safety_judge
Economic Crime | Insulting Behavior | Privacy Violation | Psychological Harm,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Insulting Behavior | Psychological Harm,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime | Insulting Behavior | White-Collar Crime,72.938,true,true,prompt_response,6,deepseek_v4_flash_safety_judge
Economic Crime | Mental Manipulation,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Mental Manipulation,152.782,true,true,prompt_response,15,deepseek_v4_flash_safety_judge
Economic Crime | Mental Manipulation | Privacy Violation,57.253,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Economic Crime | Mental Manipulation | Privacy Violation | White-Collar Crime,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Mental Manipulation | Psychological Harm,64.14,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Economic Crime | Mental Manipulation | White-Collar Crime,72.938,true,true,prompt_response,6,deepseek_v4_flash_safety_judge
Economic Crime | Physical Harm,211.85,true,true,prompt_response,14,deepseek_v4_flash_safety_judge
Economic Crime | Physical Harm | Privacy Violation,49.297,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Economic Crime | Physical Harm | Privacy Violation | Psychological Harm | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Physical Harm | Psychological Harm,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Physical Harm | Violence,51.312,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Economic Crime | Privacy Violation,203.12900000000002,true,true,prompt_response,17,deepseek_v4_flash_safety_judge
Economic Crime | Privacy Violation | Psychological Harm,85.766,true,true,prompt_response,7,deepseek_v4_flash_safety_judge
Economic Crime | Privacy Violation | Violence,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime | Privacy Violation | Violence | White-Collar Crime,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Privacy Violation | White-Collar Crime,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Privacy Violation | White-Collar Crime,657.8689999999996,true,true,prompt_response,50,deepseek_v4_flash_safety_judge
Economic Crime | Psychological Harm,23.641,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Economic Crime | Psychological Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Economic Crime | Psychological Harm | White-Collar Crime,50.366,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Economic Crime | Violence,410.9839999999999,true,true,prompt_response,18,deepseek_v4_flash_safety_judge
Economic Crime | White-Collar Crime,173.47000000000003,false,true,prompt_response,10,deepseek_v4_flash_safety_judge
Economic Crime | White-Collar Crime,5878.693000000013,true,true,prompt_response,297,deepseek_v4_flash_safety_judge
Endangering National Security,167.425,false,true,prompt_response,10,deepseek_v4_flash_safety_judge
Endangering National Security,326.60199999999986,true,true,prompt_response,28,deepseek_v4_flash_safety_judge
Endangering National Security | Endangering Public Health,38.483999999999995,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Endangering National Security | Endangering Public Health | Environmental Damage,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Endangering National Security | Endangering Public Health | Environmental Damage | Privacy Violation,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Endangering Public Health | Physical Harm,101.47800000000001,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Endangering National Security | Endangering Public Health | Physical Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Endangering Public Health | Psychological Harm,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Environmental Damage,78.879,true,true,prompt_response,7,deepseek_v4_flash_safety_judge
Endangering National Security | Environmental Damage | Human Trafficking,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Environmental Damage | Privacy Violation,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Environmental Damage | White-Collar Crime,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Human Trafficking | Mental Manipulation,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Human Trafficking | Mental Manipulation | Physical Harm,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Human Trafficking | Physical Harm | Psychological Harm | Violence,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Endangering National Security | Human Trafficking | Psychological Harm,23.764,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Endangering National Security | Human Trafficking | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Insulting Behavior | Mental Manipulation,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Mental Manipulation | Privacy Violation | Psychological Harm,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Mental Manipulation | White-Collar Crime,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Physical Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Physical Harm | Psychological Harm,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Physical Harm | Violence,5.941,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Physical Harm | Violence,86.83500000000001,true,true,prompt_response,8,deepseek_v4_flash_safety_judge
Endangering National Security | Privacy Violation,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Privacy Violation,37.538,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Endangering National Security | Privacy Violation | Psychological Harm,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering National Security | Privacy Violation | White-Collar Crime,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Endangering National Security | Violence,49.297,false,true,prompt_response,4,deepseek_v4_flash_safety_judge
Endangering National Security | Violence,159.07300000000004,true,true,prompt_response,19,deepseek_v4_flash_safety_judge
Endangering National Security | White-Collar Crime,23.641,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Endangering Public Health,78.77900000000001,false,true,prompt_response,4,deepseek_v4_flash_safety_judge
Endangering Public Health,272.806,true,true,prompt_response,15,deepseek_v4_flash_safety_judge
Endangering Public Health | Environmental Damage,21.626,false,true,prompt_response,2,deepseek_v4_flash_safety_judge
Endangering Public Health | Environmental Damage,294.7509999999999,true,true,prompt_response,29,deepseek_v4_flash_safety_judge
Endangering Public Health | Environmental Damage | Physical Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering Public Health | Environmental Damage | Privacy Violation,60.233000000000004,true,true,prompt_response,7,deepseek_v4_flash_safety_judge
Endangering Public Health | Physical Harm,91.60300000000001,true,true,prompt_response,9,deepseek_v4_flash_safety_judge
Endangering Public Health | Physical Harm | Privacy Violation | Psychological Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering Public Health | Physical Harm | Psychological Harm,48.351,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Endangering Public Health | Physical Harm | Psychological Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering Public Health | Physical Harm | Violence,24.709999999999997,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Endangering Public Health | Privacy Violation,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Endangering Public Health | Privacy Violation,60.11,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Endangering Public Health | Privacy Violation | Psychological Harm,23.641,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Endangering Public Health | Psychological Harm,47.282,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Endangering Public Health | Psychological Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Environmental Damage,23.641,false,true,prompt_response,2,deepseek_v4_flash_safety_judge
Environmental Damage,160.63400000000001,true,true,prompt_response,17,deepseek_v4_flash_safety_judge
Environmental Damage | Insulting Behavior | Mental Manipulation,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Environmental Damage | Mental Manipulation | Privacy Violation,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Environmental Damage | Mental Manipulation | Psychological Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Environmental Damage | Physical Harm,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Environmental Damage | Physical Harm,23.641,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Environmental Damage | Physical Harm | Violence,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Environmental Damage | Privacy Violation,169.64000000000001,true,true,prompt_response,16,deepseek_v4_flash_safety_judge
Environmental Damage | Violence,36.468999999999994,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Environmental Damage | White-Collar Crime,5.941,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Human Trafficking,150.898,false,true,prompt_response,9,deepseek_v4_flash_safety_judge
Human Trafficking,1273.2110000000005,true,true,prompt_response,113,deepseek_v4_flash_safety_judge
Human Trafficking | Insulting Behavior,16.754,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Human Trafficking | Insulting Behavior | Mental Manipulation,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Human Trafficking | Insulting Behavior | Physical Harm | Psychological Harm,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Human Trafficking | Insulting Behavior | Psychological Harm,17.823,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation,23.641,false,true,prompt_response,2,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation,218.34100000000004,true,true,prompt_response,24,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Physical Harm,86.95800000000001,true,true,prompt_response,10,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Physical Harm | Privacy Violation,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Physical Harm | Psychological Harm,87.90400000000001,true,true,prompt_response,9,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Physical Harm | Psychological Harm | Sexual Content | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Physical Harm | Sexual Content,37.538,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Privacy Violation,104.65800000000002,true,true,prompt_response,11,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Privacy Violation | Psychological Harm,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Psychological Harm,179.734,true,true,prompt_response,19,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Psychological Harm | Sexual Content,31.596999999999998,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Psychological Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Sexual Content,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Human Trafficking | Mental Manipulation | Violence,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Human Trafficking | Physical Harm,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Human Trafficking | Physical Harm | Privacy Violation,24.709999999999997,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Human Trafficking | Physical Harm | Privacy Violation | Psychological Harm,50.366,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Human Trafficking | Physical Harm | Privacy Violation | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Human Trafficking | Physical Harm | Psychological Harm,92.89900000000002,true,true,prompt_response,11,deepseek_v4_flash_safety_judge
Human Trafficking | Physical Harm | Psychological Harm | Sexual Content,43.479,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Human Trafficking | Physical Harm | Psychological Harm | Sexual Content | Violence,31.596999999999998,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Human Trafficking | Physical Harm | Psychological Harm | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Human Trafficking | Physical Harm | Violence,47.405,true,true,prompt_response,6,deepseek_v4_flash_safety_judge
Human Trafficking | Privacy Violation,49.42,true,true,prompt_response,6,deepseek_v4_flash_safety_judge
Human Trafficking | Privacy Violation | Psychological Harm,275.471,true,true,prompt_response,27,deepseek_v4_flash_safety_judge
Human Trafficking | Privacy Violation | Sexual Content,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Human Trafficking | Psychological Harm,23.764,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Human Trafficking | Psychological Harm | Sexual Content,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Human Trafficking | Psychological Harm | Sexual Content,226.93900000000005,true,true,prompt_response,19,deepseek_v4_flash_safety_judge
Human Trafficking | Psychological Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Human Trafficking | Sexual Content,34.577,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Human Trafficking | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Human Trafficking | White-Collar Crime,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior,322.8369999999998,false,true,prompt_response,24,deepseek_v4_flash_safety_judge
Insulting Behavior,413.9559999999997,true,true,prompt_response,28,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation,732.0749999999994,true,true,prompt_response,71,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Physical Harm | Psychological Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Privacy Violation,5.941,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Privacy Violation,227.639,true,true,prompt_response,14,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Privacy Violation | Psychological Harm,44.425,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Privacy Violation | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Psychological Harm,5.941,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Psychological Harm,994.6109999999995,true,true,prompt_response,79,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Sexual Content,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Sexual Content,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | Violence,53.34600000000001,true,true,prompt_response,7,deepseek_v4_flash_safety_judge
Insulting Behavior | Mental Manipulation | White-Collar Crime,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Physical Harm,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Physical Harm,40.394999999999996,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Insulting Behavior | Physical Harm | Privacy Violation | Psychological Harm,31.596999999999998,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
